Skill,Param,ScalingType,Level1,Level2,Level3,Level4,Level5,Level6,Level7,Level8,Level9,Level10,Level11,Level12,Level13,Level14,Level15
Burst,CastATK,ATK,1.08,1.161,1.242,1.35,1.431,1.512,1.62,1.728,1.836,1.944,2.052,2.16,2.295,2.43,2.565
Burst,StarwickerATK,ATK,0.392,0.4214,0.4508,0.49,0.5194,0.5488,0.588,0.6272,0.6664,0.7056,0.7448,0.784,0.833,0.882,0.931
Burst,InitialHealFlat,Flat,577.7816,635.5678,698.1695,765.5867,837.8196,914.8679,996.7317,1083.411,1174.9058,1271.216,1372.3417,1478.2828,1589.0396,1704.6118,1825.0002
Burst,InitialHealATK,ATK,0.9216,0.99072,1.05984,1.152,1.22112,1.29024,1.3824,1.47456,1.56672,1.65888,1.75104,1.8432,1.9584,2.0736,2.1888
Burst,TickHealFlat,Flat,269.6314,296.59833,325.81244,357.2738,390.98242,426.93823,465.14136,505.59167,548.28925,593.23413,640.4262,689.86554,741.5521,795.4859,851.6668
Burst,TickHealATK,ATK,0.43008,0.462336,0.494592,0.5376,0.569856,0.602112,0.64512,0.688128,0.731136,0.774144,0.817152,0.86016,0.91392,0.96768,1.02144
Burst,TickInterval,Second,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Burst,AdeptalAssistance,Count,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Burst,Duration,Second,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Burst,Cooldown,Second,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Burst,EnergyCost,Energy,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
Passive,StormPinionCritRate,Ratio,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Passive,StormPinionMaxStacks,Count,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Passive,FlatPlungeBonusATK,ATK,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Passive,FlatPlungeBonusCap,Flat,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000
Constellation,C2AtkBonus,ATK,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Constellation,C2FlatPlungeBonusATK,ATK,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Constellation,C2FlatPlungeBonusCap,Flat,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000
Constellation,C4HealAfter1,ATK,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Constellation,C4HealAfter2,ATK,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Constellation,C4HealAfter3,ATK,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Constellation,C6CritDMG1,CRITDMG,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Constellation,C6CritDMG2,CRITDMG,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Constellation,C6CritDMG3,CRITDMG,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70
Weapon,CranePlungeBonusR1,Ratio,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
Weapon,CranePlungeBonusR2,Ratio,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
Weapon,CranePlungeBonusR3,Ratio,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
Weapon,CranePlungeBonusR4,Ratio,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
Weapon,CranePlungeBonusR5,Ratio,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80
