Skill,Param,ScalingType,Level1,Level2,Level3,Level4,Level5,Level6,Level7,Level8,Level9,Level10,Level11,Level12,Level13,Level14,Level15
Passive,SkillPowerLossStart,Point,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Passive,SkillPowerLossPerSecond,Point,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Passive,PrismPowerThreshold,Point,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Passive,PrismEnhancedMultiplier,Multiplier,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Passive,RefinedTacticsPer10Power,Stack,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Passive,RefinedTacticsMaxStacks,Stack,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Passive,RayBonusPerTacticsStack,Multiplier,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Constellation,C1PowerGainReduction,Multiplier,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Constellation,C1StellarConductBonus,Multiplier,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Constellation,C2BeamFlatATK,ATK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Constellation,C2BeamStackATK,ATK,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Constellation,C2BeamMaxStacks,Stack,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Constellation,C4FollowUpATK,ATK,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
Constellation,C4Cooldown,Second,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Constellation,C6ClusterHitATK,ATK,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
Constellation,C6ClusterHitStellarATK,ATK,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Constellation,C6ClusterHitCount,Count,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Constellation,C6StellarConductElevate,Multiplier,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
